34|Verdadero|20180020266551|20180020266600|107
34|Verdadero|20180020264651|20180020264700|107
34|Verdadero|20180020265551|20180020265600|107
34|Verdadero|20180020265601|20180020265642|107
34|Verdadero|20180020264701|20180020264750|107
34|Verdadero|20180020267551|20180020267600|107
34|Verdadero|20180020267601|20180020267650|107
34|Verdadero|20180020266601|20180020266631|107
34|Verdadero|20180020266632|20180020266650|107
34|Verdadero|20180020266651|20180020266662|107
34|Verdadero|20180020266664|20180020266700|107
34|Verdadero|20180020266663|20180020266663|107
34|Verdadero|20180020266701|20180020266704|107
34|Verdadero|20180020265643|20180020265650|107
34|Verdadero|20180020264751|20180020264800|107
34|Verdadero|20180020264801|20180020264850|107
34|Verdadero|20180020267651|20180020267700|107
34|Verdadero|20180020267701|20180020267750|107
34|Verdadero|20180020264851|20180020264900|107
34|Verdadero|20180020267751|20180020267800|107
34|Verdadero|20180020265651|20180020265700|107
34|Verdadero|20180020266705|20180020266710|107
34|Verdadero|20180020265701|20180020265773|107
34|Verdadero|20180020266711|20180020266713|107
34|Verdadero|20180020267801|20180020267850|107
34|Verdadero|20180020264901|20180020264950|107
