DetalleCertificados
20180020266551,8,0,0,0,0
20180020266551,9,0,0,0,0
20180020266551,10,1,1,0,0
20180020266551,13,1,1,0,0
20180020266551,11,0,0,0,0
20180020266551,12,0,0,0,0
20180020266551,14,0,0,0,0
20180020266552,8,0,0,0,0
20180020266552,9,0,0,0,0
20180020266552,10,0,0,0,0
20180020266552,13,1,1,0,0
20180020266552,11,2,2,0,0
20180020266552,12,0,0,0,0
20180020266552,14,0,0,0,0
20180020266553,8,0,0,0,0
20180020266553,9,1,1,0,0
20180020266553,10,0,0,0,0
20180020266553,13,1,1,0,0
20180020266553,11,1,1,0,0
20180020266553,12,0,0,0,0
20180020266553,14,0,0,0,0
20180020266554,8,0,0,0,0
20180020266554,9,0,0,0,0
20180020266554,10,0,0,0,0
20180020266554,13,0,0,0,0
20180020266554,11,0,0,0,0
20180020266554,12,1,1,0,0
20180020266554,14,0,0,0,0
20180020266555,8,0,0,0,0
20180020266555,9,0,0,0,0
20180020266555,10,1,1,0,0
20180020266555,13,0,0,0,0
20180020266555,11,0,0,0,0
20180020266555,12,0,0,0,0
20180020266555,14,0,0,0,0
20180020266556,8,0,0,0,0
20180020266556,9,0,0,0,0
20180020266556,10,0,0,0,0
20180020266556,13,0,0,0,0
20180020266556,11,0,0,0,0
20180020266556,12,0,0,0,0
20180020266556,14,1,1,0,0
20180020266557,8,0,0,0,0
20180020266557,9,1,1,0,0
20180020266557,10,0,0,0,0
20180020266557,13,0,0,0,0
20180020266557,11,0,0,0,0
20180020266557,12,2,2,0,0
20180020266557,14,0,0,0,0
20180020266558,8,0,0,0,0
20180020266558,9,2,2,0,0
20180020266558,10,1,1,0,0
20180020266558,13,0,0,0,0
20180020266558,11,0,0,0,0
20180020266558,12,0,0,0,0
20180020266558,14,0,0,0,0
20180020266559,8,0,0,0,0
20180020266559,9,0,0,0,0
20180020266559,10,0,0,0,0
20180020266559,13,0,0,0,0
20180020266559,11,0,0,0,0
20180020266559,12,0,0,0,0
20180020266559,14,1,1,0,0
20180020266560,8,0,0,0,0
20180020266560,9,0,0,0,0
20180020266560,10,2,2,0,0
20180020266570,13,0,0,0,0
20180020266570,11,0,0,0,0
20180020266570,12,0,0,0,0
20180020266570,14,0,0,0,0
20180020264651,8,0,0,0,0
20180020264651,9,0,0,0,0
20180020264651,10,0,0,0,0
20180020264651,13,0,0,0,0
20180020264651,11,0,0,0,0
20180020264651,12,1,1,0,0
20180020264651,14,0,0,0,0
20180020264652,8,0,0,0,0
20180020264652,9,0,0,0,0
20180020264652,10,0,0,0,0
20180020264652,13,0,0,0,0
20180020264652,11,0,0,0,0
20180020264652,12,1,1,0,0
20180020264652,14,0,0,0,0
20180020264654,8,0,0,0,0
20180020264654,9,0,0,0,0
20180020264654,10,0,0,0,0
20180020264654,13,1,1,0,0
20180020264654,11,0,0,0,0
20180020264654,12,0,0,0,0
20180020264654,14,0,0,0,0
20180020264653,8,0,0,0,0
20180020264653,9,0,0,0,0
20180020264653,10,0,0,0,0
20180020264653,13,0,0,0,0
20180020264653,11,0,0,0,0
20180020264653,12,2,2,0,0
20180020264653,14,0,0,0,0
20180020264656,8,0,0,0,0
20180020264656,9,0,0,0,0
20180020264656,10,1,1,0,0
20180020264656,13,1,1,0,0
20180020264656,11,0,0,0,0
20180020264656,12,0,0,0,0
20180020264656,14,1,1,0,0
20180020264657,8,0,0,0,0
20180020264657,9,0,0,0,0
20180020264657,10,0,0,0,0
20180020264657,13,2,2,0,0
20180020264657,11,0,0,0,0
20180020264657,12,0,0,0,0
20180020264657,14,0,0,0,0
20180020264658,8,0,0,0,0
20180020264658,9,0,0,0,0
20180020264658,10,0,0,0,0
20180020264658,13,0,0,0,0
20180020264658,11,2,2,0,0
20180020264658,12,0,0,0,0
20180020264658,14,0,0,0,0
20180020264659,8,0,0,0,0
20180020264659,9,0,0,0,0
20180020264659,10,1,1,0,0
20180020264659,13,2,2,0,0
20180020264659,11,1,1,0,0
20180020264659,12,0,0,0,0
20180020264659,14,0,0,0,0
20180020264660,8,0,0,0,0
20180020264660,9,0,0,0,0
20180020264655,8,0,0,0,0
20180020264655,9,0,0,0,0
20180020264655,10,0,0,0,0
20180020264655,13,0,0,0,0
20180020264655,11,0,0,0,0
20180020264655,12,1,1,0,0
20180020264660,10,0,0,0,0
20180020264660,13,1,1,0,0
20180020264660,11,1,1,0,0
20180020264660,12,0,0,0,0
20180020264660,14,1,1,0,0
20180020264661,8,0,0,0,0
20180020264661,9,0,0,0,0
20180020264661,10,0,0,0,0
20180020264661,13,0,0,0,0
20180020264661,11,0,0,0,0
20180020264661,12,1,1,0,0
20180020264661,14,0,0,0,0
20180020264662,8,0,0,0,0
20180020264662,9,0,0,0,0
20180020264662,10,0,0,0,0
20180020264662,13,0,0,0,0
20180020264662,11,0,0,0,0
20180020264662,12,1,1,0,0
20180020264662,14,0,0,0,0
20180020264663,8,0,0,0,0
20180020264663,9,0,0,0,0
20180020264663,10,1,1,0,0
20180020264663,13,0,0,0,0
20180020264663,11,1,1,0,0
20180020264663,12,0,0,0,0
20180020264663,14,0,0,0,0
20180020264664,8,0,0,0,0
20180020264664,9,0,0,0,0
20180020264664,10,0,0,0,0
20180020264664,13,1,1,0,0
20180020264664,11,0,0,0,0
20180020264664,12,0,0,0,0
20180020264664,14,0,0,0,0
20180020264666,8,0,0,0,0
20180020264666,9,0,0,0,0
20180020264666,10,0,0,0,0
20180020264666,13,0,0,0,0
20180020264666,11,1,1,0,0
20180020264666,12,0,0,0,0
20180020264666,14,0,0,0,0
20180020264667,8,0,0,0,0
20180020264667,9,0,0,0,0
20180020264667,10,0,0,0,0
20180020264667,13,0,0,0,0
20180020264667,11,0,0,0,0
20180020264667,12,1,1,0,0
20180020264667,14,0,0,0,0
20180020264668,8,0,0,0,0
20180020264668,9,0,0,0,0
20180020264668,10,0,0,0,0
20180020264668,13,0,0,0,0
20180020264668,11,1,1,0,0
20180020264668,12,1,1,0,0
20180020264668,14,0,0,0,0
20180020266571,8,0,0,0,0
20180020266571,9,0,0,0,0
20180020266571,10,0,0,0,0
20180020266571,13,0,0,0,0
20180020266571,11,0,0,0,0
20180020266571,12,1,1,0,0
20180020266571,14,0,0,0,0
20180020266572,8,0,0,0,0
20180020264665,8,0,0,0,0
20180020264665,9,0,0,0,0
20180020264665,10,1,1,0,0
20180020264665,13,0,0,0,0
20180020264665,11,0,0,0,0
20180020264665,12,0,0,0,0
20180020266572,9,0,0,0,0
20180020266572,10,1,1,0,0
20180020266572,13,0,0,0,0
20180020266572,11,0,0,0,0
20180020266572,12,0,0,0,0
20180020266572,14,0,0,0,0
20180020266573,8,0,0,0,0
20180020266573,9,1,1,0,0
20180020266573,10,0,0,0,0
20180020266573,13,0,0,0,0
20180020266573,11,0,0,0,0
20180020266573,12,4,4,0,0
20180020266573,14,0,0,0,0
20180020266574,8,0,0,0,0
20180020266574,9,0,0,0,0
20180020266574,10,0,0,0,0
20180020266574,13,0,0,0,0
20180020266574,11,0,0,0,0
20180020266574,12,1,1,0,0
20180020266574,14,0,0,0,0
20180020266575,8,0,0,0,0
20180020266575,9,1,1,0,0
20180020266575,10,0,0,0,0
20180020266575,13,2,2,0,0
20180020266575,11,0,0,0,0
20180020266575,12,0,0,0,0
20180020266575,14,0,0,0,0
20180020266576,8,0,0,0,0
20180020266576,9,0,0,0,0
20180020266576,10,0,0,0,0
20180020266576,13,0,0,0,0
20180020266576,11,0,0,0,0
20180020266576,12,2,2,0,0
20180020266576,14,0,0,0,0
20180020266577,8,0,0,0,0
20180020266577,9,0,0,0,0
20180020266577,10,0,0,0,0
20180020266577,13,0,0,0,0
20180020266577,11,1,1,0,0
20180020266577,12,1,1,0,0
20180020266577,14,0,0,0,0
20180020266578,8,0,0,0,0
20180020266578,9,0,0,0,0
20180020266578,10,1,1,0,0
20180020266578,13,1,1,0,0
20180020266578,11,0,0,0,0
20180020266578,12,0,0,0,0
20180020266578,14,0,0,0,0
20180020266579,8,0,0,0,0
20180020266579,9,0,0,0,0
20180020266579,10,0,0,0,0
20180020266579,13,0,0,0,0
20180020266579,11,0,0,0,0
20180020266579,12,0,0,0,0
20180020266579,14,1,1,0,0
20180020266580,8,0,0,0,0
20180020266580,9,0,0,0,0
20180020266580,10,0,0,0,0
20180020266580,13,0,0,0,0
20180020266580,11,1,1,0,0
